"LICENSE","LICENSE_TYPE","LICENSE_NAME","DBA","LICENSE_STATUS","LICENSE_CITY","WEBSITE","CONTACT_NAME","CONTACT_TYPE","CONTACT_CITY","CONTACT_DESCRIPTION"
"DSP146","Dispensary","AMSBURY HOLDINGS MEDICAL 3, INC.","CURALEAF MEDICAL BANGOR","Active","Bangor","www.curaleaf.com","ROBERT JOSEPH SCIARRONE","Officer","Auburn","President And Director"
"DSP101","Dispensary","REMEDY COMPASSION CENTER, INC.","CURALEAF WELLS","Active","Wells","www.curaleaf.com","CLF MAINE, INC.","Owner","","Business Owner"
"DSP105","Dispensary","PRIMARY ORGANIC THERAPY, INC.","MAINE ORGANIC THERAPY; CURALEAF MAINE","Active","Ellsworth","www.curaleaf.com","CLF MAINE, INC.","Owner","","Business Owner"
"DSP133","Dispensary","AMSBURY HOLDINGS MEDICAL 2, INC.","CURALEAF MEDICAL AUBURN","Active","Auburn","www.curaleaf.com","CLF MAINE, INC.","Owner","","Business Owner"
"DSP146","Dispensary","AMSBURY HOLDINGS MEDICAL 3, INC.","CURALEAF MEDICAL BANGOR","Active","Bangor","www.curaleaf.com","CLF MAINE, INC.","Owner","","Business Owner"
"DSP111","Dispensary","BLOSSOM, LLC","BLOSSOM CANNABIS","Active","Biddeford","www.blossommj.com","ELIZABETH A BALDACCI","Officer","Cumberland Foreside","Ceo"
"DSP147","Dispensary","BLOSSOM, LLC","BLOSSOM CANNABIS","Active","Saco","www.blossommj.com","ELIZABETH A BALDACCI","Officer","Cumberland Foreside","Ceo"
"DSP111","Dispensary","BLOSSOM, LLC","BLOSSOM CANNABIS","Active","Biddeford","www.blossommj.com","DAVID S CARR JR","Officer","Tallahassee","Coo"
"DSP147","Dispensary","BLOSSOM, LLC","BLOSSOM CANNABIS","Active","Saco","www.blossommj.com","DAVID S CARR JR","Officer","Tallahassee","Coo"
"DSP111","Dispensary","BLOSSOM, LLC","BLOSSOM CANNABIS","Active","Biddeford","www.blossommj.com","BLOSSOM HOLDINGS, INC.","Owner","","Business Owner"
"DSP147","Dispensary","BLOSSOM, LLC","BLOSSOM CANNABIS","Active","Saco","www.blossommj.com","BLOSSOM HOLDINGS, INC.","Owner","","Business Owner"
"DSP252","Dispensary","BLOSSOM, LLC","BLOSSOM CANNABIS","Pending","South Portland","","BLOSSOM HOLDINGS, INC.","Owner","","Business Owner"
"DSP148","Dispensary","420 PHARMA STORE LLC","","Active","Mechanic Falls","420pharmame.com","ALISHA C KLAR","Officer","Minot","Owner/Director"
"DSP148","Dispensary","420 PHARMA STORE LLC","","Active","Mechanic Falls","420pharmame.com","ALISHA C. KLAR","Owner","","Individual Owner"
"DSP149","Dispensary","SAM CROCKETT DISPENSARY LLC","CANNABIS CURED FAIRFIELD DISPENSARY","Active","Fairfield","","SAMUEL O CROCKETT","Officer","Benton","Principal"
"DSP149","Dispensary","SAM CROCKETT DISPENSARY LLC","CANNABIS CURED FAIRFIELD DISPENSARY","Active","Fairfield","","SAMUEL CROCKETT","Owner","","Individual Owner"
"DSP150","Dispensary","BRIGID CULTIVATION, LLC","","Active","Saco","","ROBERT B MESSER","Officer","Saco","General Manager"
"DSP150","Dispensary","BRIGID CULTIVATION, LLC","","Active","Saco","","JESSICA L BROADBENT","Officer","Wells","Dsp Manager"
"DSP150","Dispensary","BRIGID CULTIVATION, LLC","","Active","Saco","","ROBERT BRETT MESSER","Owner","","Individual Owner"
"DSP153","Dispensary","NORTHERN TERPS LLC","","Active","Lewiston","","DAVID MICHAEL NAPPI","Officer","Windham","Managing Member"
"DSP153","Dispensary","NORTHERN TERPS LLC","","Active","Lewiston","","RYAN ANTHONY NAPPI","Officer","Raymond","Managing Member"
"DSP153","Dispensary","NORTHERN TERPS LLC","","Active","Lewiston","","ANTHONY MICHAEL NAPPI JR","Officer","Hollis Center","Managing Member"
"DSP153","Dispensary","NORTHERN TERPS LLC","","Active","Lewiston","","DAVID NAPPI","Owner","","Individual Owner"
"DSP153","Dispensary","NORTHERN TERPS LLC","","Active","Lewiston","","ANTHONY NAPPI","Owner","","Individual Owner"
"DSP153","Dispensary","NORTHERN TERPS LLC","","Active","Lewiston","","RYAN NAPPI","Owner","","Individual Owner"
"DSP154","Dispensary","HIGHBROW INDUSTRIES LLC","","Active","Bath","www.highbrowmaine.com","CHARLES M DOHERTY IV","Officer","Brunswick","Owner"
"DSP154","Dispensary","HIGHBROW INDUSTRIES LLC","","Active","Bath","www.highbrowmaine.com","JASON L BROSSI","Officer","Brunswick","Owner"
"DSP154","Dispensary","HIGHBROW INDUSTRIES LLC","","Active","Bath","www.highbrowmaine.com","NOAH ROSEN","Owner","","Individual Owner"
"DSP154","Dispensary","HIGHBROW INDUSTRIES LLC","","Active","Bath","www.highbrowmaine.com","CHARLES DOHERTY IV","Owner","","Individual Owner"
"DSP154","Dispensary","HIGHBROW INDUSTRIES LLC","","Active","Bath","www.highbrowmaine.com","JASON BROSSI","Owner","","Individual Owner"
"DSP157","Dispensary","IN & OUT OF THE GARDEN WE GROW, LLC","","Active","Bethel","","GABRIELE STOPPINI","Officer","Bethel","Owner"
"DSP157","Dispensary","IN & OUT OF THE GARDEN WE GROW, LLC","","Active","Bethel","","GABRIELE STOPPINI","Owner","","Individual Owner"
"DSP157","Dispensary","IN & OUT OF THE GARDEN WE GROW, LLC","","Active","Bethel","","GABRIELE STOPPINI","Officer","Bethel","Owner"
"DSP157","Dispensary","IN & OUT OF THE GARDEN WE GROW, LLC","","Active","Bethel","","GABRIELE STOPPINI","Owner","","Individual Owner"
"DSP104","Dispensary","SAFE ALTERNATIVES","","Active","Caribou","www.safealternativesmaine.com","MICHAEL T RABBIA","Officer","Gray","Vp Of Sales/Vice President"
"DSP158","Dispensary","UPSTATE  GARDENS LLC","","Active","Lewiston","","MICHAEL T RABBIA","Officer","Gray","Owner/Partner/Operator"
"DSP104","Dispensary","SAFE ALTERNATIVES","","Active","Caribou","www.safealternativesmaine.com","NICHOLAS J MASTERPOL III","Officer","Windham","Vp Of Operations/President"
"DSP158","Dispensary","UPSTATE  GARDENS LLC","","Active","Lewiston","","NICHOLAS J MASTERPOL III","Officer","Windham","Owner/Partner/Operator"
"DSP158","Dispensary","UPSTATE  GARDENS LLC","","Active","Lewiston","","WILLIAM T BRUSH JR","Officer","Turner","Owner/Partner/Operator"
"DSP158","Dispensary","UPSTATE  GARDENS LLC","","Active","Lewiston","","WILLIAM BRUSH JR","Owner","","Individual Owner"
"DSP158","Dispensary","UPSTATE  GARDENS LLC","","Active","Lewiston","","NICHOLAS MASTERPOL III","Owner","","Individual Owner"
"DSP158","Dispensary","UPSTATE  GARDENS LLC","","Active","Lewiston","","MICHAEL RABBIA","Owner","","Individual Owner"
"DSP159","Dispensary","CABERSKI INDUSTRIES LLC","HIDDEN GREENS","Active","Buxton","","ERIC A HABERSKI","Officer","Bar Mills","Manager"
"DSP159","Dispensary","CABERSKI INDUSTRIES LLC","HIDDEN GREENS","Active","Buxton","","ERIC A. HABERSKI","Owner","","Individual Owner"
"DSP160","Dispensary","REMAINE HUMBLE FARMS LLC","","Active","Winslow","www.remainehumblefarms.com","JONATHAN M GRAULICH","Officer","Fairfield","Member And President"
"DSP160","Dispensary","REMAINE HUMBLE FARMS LLC","","Active","Winslow","www.remainehumblefarms.com","CRAIG AARON YOUNG","Officer","Plantation","Vice President"
"DSP160","Dispensary","REMAINE HUMBLE FARMS LLC","","Active","Winslow","www.remainehumblefarms.com","STEVEN PATRICK REMOTIGUE","Officer","Coral Springs","Chief Technology Officer"
"DSP160","Dispensary","REMAINE HUMBLE FARMS LLC","","Active","Winslow","www.remainehumblefarms.com","CHAD WILLIAM STULTZ","Officer","Boca Raton","Chief Operating Officer"
"DSP160","Dispensary","REMAINE HUMBLE FARMS LLC","","Active","Winslow","www.remainehumblefarms.com","GREENER DAYS INVESTMENTS LLC","Owner","","Business Owner"
"DSP160","Dispensary","REMAINE HUMBLE FARMS LLC","","Active","Winslow","www.remainehumblefarms.com","JONATHAN M. GRAULICH","Owner","","Individual Owner"
"DSP109","Dispensary","RUGGED ROOTS, LLC","","Active","Lewiston","","SEAN M BOWIE","Officer","Auburn","Member/Manager"
"DSP161","Dispensary","RUGGED ROOTS SOUTH, LLC","","Active","Portland","www.ruggedrootsinc.com","SEAN M BOWIE","Officer","Auburn","Manager"
"DSP109","Dispensary","RUGGED ROOTS, LLC","","Active","Lewiston","","RYAN ROBERT RICHARDS","Officer","Auburn","Member/Manager"
"DSP161","Dispensary","RUGGED ROOTS SOUTH, LLC","","Active","Portland","www.ruggedrootsinc.com","RYAN ROBERT RICHARDS","Officer","Auburn","Manager"
"DSP161","Dispensary","RUGGED ROOTS SOUTH, LLC","","Active","Portland","www.ruggedrootsinc.com","RUGGED ROOTS SOUTH, LLC","Owner","","Business Owner"
"DSP162","Dispensary","CENTER STREET OPERATIONS LLC","SHAGGY'S BAGGY","Active","Auburn","","ALEXANDER GORDON JARDEN","Officer","Portland","Manager"
"DSP162","Dispensary","CENTER STREET OPERATIONS LLC","SHAGGY'S BAGGY","Active","Auburn","","FRED S JARDEN","Officer","Wayne","Owner"
"DSP162","Dispensary","CENTER STREET OPERATIONS LLC","SHAGGY'S BAGGY","Active","Auburn","","FRED S JARDEN","Owner","","Individual Owner"
"DSP162","Dispensary","CENTER STREET OPERATIONS LLC","SHAGGY'S BAGGY","Active","Auburn","","FRED S JARDEN","Officer","Wayne","Owner"
"DSP162","Dispensary","CENTER STREET OPERATIONS LLC","SHAGGY'S BAGGY","Active","Auburn","","FRED S JARDEN","Owner","","Individual Owner"
"DSP165","Dispensary","COSMIC SOLUTIONS LLC","ZERO GRAVITY CANNABIS","Active","Saco","www.zerogravitycannabis.com","TODD J MEIER","Officer","Yarmouth","Owner"
"DSP165","Dispensary","COSMIC SOLUTIONS LLC","ZERO GRAVITY CANNABIS","Active","Saco","www.zerogravitycannabis.com","ALLEN W MEIER","Officer","Yarmouth","Owner"
"DSP165","Dispensary","COSMIC SOLUTIONS LLC","ZERO GRAVITY CANNABIS","Active","Saco","www.zerogravitycannabis.com","PATRICK J ROBINSON","Officer","Saco","Owner"
"DSP165","Dispensary","COSMIC SOLUTIONS LLC","ZERO GRAVITY CANNABIS","Active","Saco","www.zerogravitycannabis.com","ALLEN W. MEIER","Owner","","Individual Owner"
"DSP165","Dispensary","COSMIC SOLUTIONS LLC","ZERO GRAVITY CANNABIS","Active","Saco","www.zerogravitycannabis.com","TODD J. MEIER","Owner","","Individual Owner"
"DSP165","Dispensary","COSMIC SOLUTIONS LLC","ZERO GRAVITY CANNABIS","Active","Saco","www.zerogravitycannabis.com","PATRICK J. ROBINSON","Owner","","Individual Owner"
"DSP169","Dispensary","HARBOR COASTAL CANNABIS, LLC","","Active","South Portland","","CONNOR PETER COHAN","Officer","Gorham","Member/Manager"
"DSP169","Dispensary","HARBOR COASTAL CANNABIS, LLC","","Active","South Portland","","ANTHONY J CURTO","Officer","South Portland","Member/Manager"
"DSP169","Dispensary","HARBOR COASTAL CANNABIS, LLC","","Active","South Portland","","MATTHEW A FERRARI","Officer","Saco","Member/Manager"
"DSP169","Dispensary","HARBOR COASTAL CANNABIS, LLC","","Active","South Portland","","ANTHONY CURTO","Owner","","Individual Owner"
"DSP169","Dispensary","HARBOR COASTAL CANNABIS, LLC","","Active","South Portland","","MATTHEW FERRARI","Owner","","Individual Owner"
"DSP169","Dispensary","HARBOR COASTAL CANNABIS, LLC","","Active","South Portland","","CONNOR COHAN","Owner","","Individual Owner"
"DSP170","Dispensary","MODERN DYNAMICS MFG MEDICAL LLC","STARBASE MED MFG","Active","Biddeford","","STEVEN JOSEPH PICA","Officer","Boston","Manager"
"DSP170","Dispensary","MODERN DYNAMICS MFG MEDICAL LLC","STARBASE MED MFG","Active","Biddeford","","BERKSHIRE KIND, INC.","Owner","","Business Owner"
"DSP171","Dispensary","RIVER ROAD AGRICULTURAL, LLC","","Pending","Lewiston","","JACOB E MCMAHAN","Officer","Lewiston","Director"
"DSP171","Dispensary","RIVER ROAD AGRICULTURAL, LLC","","Pending","Lewiston","","ALEXANDER CARSON MCMAHAN","Officer","Lewiston","Director"
"DSP171","Dispensary","RIVER ROAD AGRICULTURAL, LLC","","Pending","Lewiston","","ALEXANDER CARSON MCMAHAN","Owner","","Individual Owner"
"DSP171","Dispensary","RIVER ROAD AGRICULTURAL, LLC","","Pending","Lewiston","","JOSEPH CHARLES JOHNSON","Officer","Lewiston","Director"
"DSP171","Dispensary","RIVER ROAD AGRICULTURAL, LLC","","Pending","Lewiston","","TERRI M WENTWORTH","Officer","Lewiston","Director"
"DSP171","Dispensary","RIVER ROAD AGRICULTURAL, LLC","","Pending","Lewiston","","JOSEPH M COUTURE","Officer","Lewiston","Director"
"DSP171","Dispensary","RIVER ROAD AGRICULTURAL, LLC","","Pending","Lewiston","","TERRI M. WENTWORTH","Owner","","Individual Owner"
"DSP171","Dispensary","RIVER ROAD AGRICULTURAL, LLC","","Pending","Lewiston","","ALEXANDER CARSON MCMAHAN","Officer","Lewiston","Director"
"DSP171","Dispensary","RIVER ROAD AGRICULTURAL, LLC","","Pending","Lewiston","","ALEXANDER CARSON MCMAHAN","Owner","","Individual Owner"
"DSP171","Dispensary","RIVER ROAD AGRICULTURAL, LLC","","Pending","Lewiston","","JOSEPH M. JOHNSON","Owner","","Individual Owner"
"DSP171","Dispensary","RIVER ROAD AGRICULTURAL, LLC","","Pending","Lewiston","","JOSEPH CHARLES COUTURE","Owner","","Individual Owner"
"DSP171","Dispensary","RIVER ROAD AGRICULTURAL, LLC","","Pending","Lewiston","","JACOB E. MCMAHAN","Owner","","Individual Owner"
"DSP172","Dispensary","RIVERSIDE GREENERY LLC","","Active","Auburn","www.riversidecannabisgreenery.com","KYLE LAWRENCE PEPIN","Officer","Greene","President"
"DSP172","Dispensary","RIVERSIDE GREENERY LLC","","Active","Auburn","www.riversidecannabisgreenery.com","WILLIAM E BUTTS","Officer","Auburn","Vice President"
"DSP172","Dispensary","RIVERSIDE GREENERY LLC","","Active","Auburn","www.riversidecannabisgreenery.com","KLYE PEPIN","Owner","","Individual Owner"
"DSP172","Dispensary","RIVERSIDE GREENERY LLC","","Active","Auburn","www.riversidecannabisgreenery.com","WILLIAM BUTTS","Owner","","Individual Owner"
"DSP174","Dispensary","F. BERENYI ENTERPRISES LLC","MARIJUANAVILLE","Active","Gardiner","https://marijuanaville.us/","FRANK G BERENYI","Officer","Waterville","President"
"DSP174","Dispensary","F. BERENYI ENTERPRISES LLC","MARIJUANAVILLE","Active","Gardiner","https://marijuanaville.us/","FRANK G BERENYI","Owner","","Individual Owner"
"DSP194","Dispensary","BERENYI ENTERPRISES, LLC","MARIJUANAVILLE","Active","Wilton","","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP194","Dispensary","BERENYI ENTERPRISES, LLC","MARIJUANAVILLE","Active","Wilton","","FRANK G BERENYI","Owner","","Individual Owner"
"DSP201","Dispensary","F.G. BERENYI, LLC","MARIJUANAVILLE","Active","Bangor","","FRANK G BERENYI","Officer","Waterville","Ceo"
"DSP201","Dispensary","F.G. BERENYI, LLC","MARIJUANAVILLE","Active","Bangor","","FRANK G BERENYI","Owner","","Individual Owner"
"DSP202","Dispensary","K BERENYI LLC","MARIJUANAVILLE","Active","Alfred","https://marijuanaville.us/index.html","FRANK G BERENYI","Officer","Waterville","Ceo"
"DSP202","Dispensary","K BERENYI LLC","MARIJUANAVILLE","Active","Alfred","https://marijuanaville.us/index.html","FRANK G BERENYI","Owner","","Individual Owner"
"DSP216","Dispensary","HGC LLC","MARIJUANAVILLE","Active","Winslow","","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP216","Dispensary","HGC LLC","MARIJUANAVILLE","Active","Winslow","","FRANK G BERENYI","Owner","","Individual Owner"
"DSP219","Dispensary","D BERENYI, LLC","MARIJUANAVILLE","Active","Augusta","https://marijuanaville.us/index.html","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP219","Dispensary","D BERENYI, LLC","MARIJUANAVILLE","Active","Augusta","https://marijuanaville.us/index.html","FRANK G BERENYI","Owner","","Individual Owner"
"DSP223","Dispensary","MV UNITY LLC","MARIJUANAVILLE","Active","Unity","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP223","Dispensary","MV UNITY LLC","MARIJUANAVILLE","Active","Unity","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Owner","","Individual Owner"
"DSP225","Dispensary","THE BERENYI GROUP LLC","MARIJUANAVILLE","Active","Newport","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP225","Dispensary","THE BERENYI GROUP LLC","MARIJUANAVILLE","Active","Newport","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Owner","","Individual Owner"
"DSP234","Dispensary","MV LEWISTON, LLC","MARIJUANAVILLE","Active","Lewiston","","FRANK G BERENYI","Officer","Waterville",""
"DSP237","Dispensary","ORLAND MVILLE, LLC","MARIJUANAVILLE","Active","Orland","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP244","Dispensary","MV LISBON STREET 2, LLC","MARIJUANAVILLE","Active","Lewiston","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP174","Dispensary","F. BERENYI ENTERPRISES LLC","MARIJUANAVILLE","Active","Gardiner","https://marijuanaville.us/","FRANK G BERENYI","Officer","Waterville","President"
"DSP174","Dispensary","F. BERENYI ENTERPRISES LLC","MARIJUANAVILLE","Active","Gardiner","https://marijuanaville.us/","FRANK G BERENYI","Owner","","Individual Owner"
"DSP194","Dispensary","BERENYI ENTERPRISES, LLC","MARIJUANAVILLE","Active","Wilton","","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP194","Dispensary","BERENYI ENTERPRISES, LLC","MARIJUANAVILLE","Active","Wilton","","FRANK G BERENYI","Owner","","Individual Owner"
"DSP201","Dispensary","F.G. BERENYI, LLC","MARIJUANAVILLE","Active","Bangor","","FRANK G BERENYI","Officer","Waterville","Ceo"
"DSP201","Dispensary","F.G. BERENYI, LLC","MARIJUANAVILLE","Active","Bangor","","FRANK G BERENYI","Owner","","Individual Owner"
"DSP202","Dispensary","K BERENYI LLC","MARIJUANAVILLE","Active","Alfred","https://marijuanaville.us/index.html","FRANK G BERENYI","Officer","Waterville","Ceo"
"DSP202","Dispensary","K BERENYI LLC","MARIJUANAVILLE","Active","Alfred","https://marijuanaville.us/index.html","FRANK G BERENYI","Owner","","Individual Owner"
"DSP216","Dispensary","HGC LLC","MARIJUANAVILLE","Active","Winslow","","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP216","Dispensary","HGC LLC","MARIJUANAVILLE","Active","Winslow","","FRANK G BERENYI","Owner","","Individual Owner"
"DSP219","Dispensary","D BERENYI, LLC","MARIJUANAVILLE","Active","Augusta","https://marijuanaville.us/index.html","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP219","Dispensary","D BERENYI, LLC","MARIJUANAVILLE","Active","Augusta","https://marijuanaville.us/index.html","FRANK G BERENYI","Owner","","Individual Owner"
"DSP223","Dispensary","MV UNITY LLC","MARIJUANAVILLE","Active","Unity","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP223","Dispensary","MV UNITY LLC","MARIJUANAVILLE","Active","Unity","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Owner","","Individual Owner"
"DSP225","Dispensary","THE BERENYI GROUP LLC","MARIJUANAVILLE","Active","Newport","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP225","Dispensary","THE BERENYI GROUP LLC","MARIJUANAVILLE","Active","Newport","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Owner","","Individual Owner"
"DSP234","Dispensary","MV LEWISTON, LLC","MARIJUANAVILLE","Active","Lewiston","","FRANK G BERENYI","Officer","Waterville",""
"DSP237","Dispensary","ORLAND MVILLE, LLC","MARIJUANAVILLE","Active","Orland","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP244","Dispensary","MV LISBON STREET 2, LLC","MARIJUANAVILLE","Active","Lewiston","https://marijuanaville.marketingservices.dev/","FRANK G BERENYI","Officer","Waterville","Owner"
"DSP175","Dispensary","ALTERNATIVE RELIEF, LLC","","Active","Portland","","ROBERT C DERREY","Officer","Portland","Manager"
"DSP175","Dispensary","ALTERNATIVE RELIEF, LLC","","Active","Portland","","ROBERT DERREY","Owner","","Individual Owner"
"DSP145","Dispensary","JAR CO. FARMS WINDHAM LLC","JAR CANNABIS CO.","Active","Lewiston","www.jarcannabis.com","JOEL N PEPIN","Officer","Standish","Director/Manager"
"DSP176","Dispensary","JNP SERVICES LLC","JAR CANNABIS CO.","Active","Windham","www.jarcannabis.com","JOEL N PEPIN","Officer","Standish","Director/Manager"
"DSP145","Dispensary","JAR CO. FARMS WINDHAM LLC","JAR CANNABIS CO.","Active","Lewiston","www.jarcannabis.com","RYAN F ROY","Officer","Raymond","Director/Manager"
"DSP176","Dispensary","JNP SERVICES LLC","JAR CANNABIS CO.","Active","Windham","www.jarcannabis.com","RYAN F ROY","Officer","Raymond","Director/Manager"
"DSP145","Dispensary","JAR CO. FARMS WINDHAM LLC","JAR CANNABIS CO.","Active","Lewiston","www.jarcannabis.com","ADAM R PLATZ","Officer","Auburn","Director/Manager"
"DSP176","Dispensary","JNP SERVICES LLC","JAR CANNABIS CO.","Active","Windham","www.jarcannabis.com","ADAM R PLATZ","Officer","Auburn","Director/Manager"
"DSP145","Dispensary","JAR CO. FARMS WINDHAM LLC","JAR CANNABIS CO.","Active","Lewiston","www.jarcannabis.com","JARCO HOLDINGS INC","Owner","","Business Owner"
"DSP176","Dispensary","JNP SERVICES LLC","JAR CANNABIS CO.","Active","Windham","www.jarcannabis.com","JARCO HOLDINGS INC","Owner","","Business Owner"
"DSP178","Dispensary","INCREMENTUM LLC","BITTERSWEET SMOKE COMPANY","Active","Auburn","www.pinesmokestone.com","RYAN R BOURQUE","Officer","Lewiston","Sole Proprietor"
"DSP178","Dispensary","INCREMENTUM LLC","BITTERSWEET SMOKE COMPANY","Active","Auburn","www.pinesmokestone.com","RYAN BOURQUE","Owner","","Individual Owner"
"DSP179","Dispensary","MIGHTY VIKING, INC.","MIGHTY VIKING GUMMIES","Active","Hallowell","www.mightyviking.me","JOSEPH H GASTALDO","Officer","Gardiner","Chief Product Officer, President"
"DSP179","Dispensary","MIGHTY VIKING, INC.","MIGHTY VIKING GUMMIES","Active","Hallowell","www.mightyviking.me","JOSEPH H GASTALDO","Owner","","Individual Owner"
"DSP179","Dispensary","MIGHTY VIKING, INC.","MIGHTY VIKING GUMMIES","Active","Hallowell","www.mightyviking.me","PAUL W ARANT","Officer","Gardiner","Chief Financial And Operating Officer, Treasurer"
"DSP179","Dispensary","MIGHTY VIKING, INC.","MIGHTY VIKING GUMMIES","Active","Hallowell","www.mightyviking.me","JOSEPH H GASTALDO","Officer","Gardiner","Chief Product Officer, President"
"DSP179","Dispensary","MIGHTY VIKING, INC.","MIGHTY VIKING GUMMIES","Active","Hallowell","www.mightyviking.me","JOSEPH H GASTALDO","Owner","","Individual Owner"
"DSP179","Dispensary","MIGHTY VIKING, INC.","MIGHTY VIKING GUMMIES","Active","Hallowell","www.mightyviking.me","PAUL ARANT","Owner","","Individual Owner"
"DSP180","Dispensary","E.P.M. CAREGIVING, LLC","","Active","Somerville","https://epmcaregiving.com/","EVAN P MORRISON","Officer","Somerville","Owner"
